"id";"extension";"name";"proto";"des";"return";"params"
"1171";"Informix";"ifx_create_blob";"int ifx_create_blob(int type, int mode, string param)";"Creates an blob object";"int";
"1172";"Informix";"ifx_create_char";"int ifx_create_char(string param)";"Creates an char object";"int";
"1173";"Informix";"ifx_do";"int ifx_do(int result_id)";"Execute a previously prepared SQL-statement";"int";
"1174";"Informix";"ifx_error";"string ifx_error()";"Returns error code of last Informix call";"string";
"1175";"Informix";"ifx_errormsg";"string ifx_errormsg([int errorcode])";"Returns error message of last Informix call";"string";
"1176";"Informix";"ifx_fetch_row";"array ifx_fetch_row(int result_id[, mixed position])";"Get row as enumerated array";"array";
"1177";"Informix";"ifx_fieldproperties";"array ifx_fieldproperties(int result_id)";"List of SQL fieldproperties";"array";
"1178";"Informix";"ifx_fieldtypes";"array ifx_fieldtypes(int result_id)";"List of Informix SQL fields";"array";
"1179";"Informix";"ifx_free_blob";"int ifx_free_blob(int bid)";"Deletes the blob object";"int";
"1180";"Informix";"ifx_free_char";"int ifx_free_char(int bid)";"Deletes the char object";"int";
"1181";"Informix";"ifx_free_result";"int ifx_free_result(int result_id)";"Releases resources for the query";"int";
"1182";"Informix";"ifx_get_blob";"int ifx_get_blob(int bid)";"Return the content of a blob object";"int";
"1183";"Informix";"ifx_get_char";"int ifx_get_char(int bid)";"Return the content of the char object";"int";
"1184";"Informix";"ifx_getsqlca";"array ifx_getsqlca(int result_id)";"Get the contents of sqlca.sqlerrd[0..5] after a query";"array";
"1185";"Informix";"ifx_htmltbl_result";"int ifx_htmltbl_result(int result_id[, string html_table_options])";"Formats all rows of a query into a HTML table";"int";
"1186";"Informix";"ifx_nullformat";"void ifx_nullformat(int mode)";"Sets the default return value on a fetch row";"void";
"1187";"Informix";"ifx_num_fields";"int ifx_num_fields(int result_id)";"Returns the number of columns in the query";"int";
"1188";"Informix";"ifx_num_rows";"int ifx_num_rows(int result_id)";"Count the rows already fetched from a query";"int";
"1189";"Informix";"ifx_pconnect";"int ifx_pconnect([string database[, string userid[, string password]]])";"Open persistent Informix connection";"int";
"1190";"Informix";"ifx_prepare";"int ifx_prepare(string query, int conn_id[, int cursor_def, mixed blobidarray])";"Prepare an SQL-statement for execution";"int";
"1191";"Informix";"ifx_query";"int ifx_query(string query, int link_identifier[, int cursor_type[, mixed blobidarray]])";"Send Informix query";"int";
"1192";"Informix";"ifx_textasvarchar";"void ifx_textasvarchar(int mode)";"Set the default text mode";"void";
"1193";"Informix";"ifx_update_blob";"bool ifx_update_blob(int bid, string content)";"Updates the content of the blob object";"bool";
"1194";"Informix";"ifx_update_char";"int ifx_update_char(int bid, string content)";"Updates the content of the char object";"int";
"1195";"Informix";"ifxus_close_slob";"int ifxus_close_slob(int bid)";"Deletes the slob object";"int";
"1196";"Informix";"ifxus_create_slob";"int ifxus_create_slob(int mode)";"Creates an slob object and opens it";"int";
"1197";"Informix";"ifxus_free_slob";"int ifxus_free_slob(int bid)";"Deletes the slob object";"int";
"1198";"Informix";"ifxus_open_slob";"int ifxus_open_slob(long bid, int mode)";"Opens an slob object";"int";
"1199";"Informix";"ifxus_read_slob";"int ifxus_read_slob(long bid, long nbytes)";"Reads nbytes of the slob object";"int";
"1200";"Informix";"ifxus_seek_slob";"int ifxus_seek_slob(long bid, int mode, long offset)";"Sets the current file or seek position";"int";
"1201";"Informix";"ifxus_tell_slob";"int ifxus_tell_slob(long bid)";"Returns the current file or seek position";"int";
"1202";"Informix";"ifxus_write_slob";"int ifxus_write_slob(long bid, string content)";"Writes a string into the slob object";"int";
"1203";"Firebird/InterBase";"ibase_add_user";"bool ibase_add_user(string server, string dba_user_name, string dba_user_password, string user_name, string password[, string first_name[, string middle_name[, string last_name]]])";"Add a user to a security database (only for IB6 or later)";"bool";
"1204";"Firebird/InterBase";"ibase_affected_rows";"int ibase_affected_rows(resource link_identifier)";"Return the number of rows that were affected by the previous query";"int";
"1205";"Firebird/InterBase";"ibase_backup";"mixed ibase_backup(resource service_handle, string source_db, string dest_file[, int options[, bool verbose]])";"Initiates a backup task in the service manager and returns immediately";"mixed";
"1206";"Firebird/InterBase";"ibase_blob_add";"bool ibase_blob_add(resource blob_handle, string data)";"Add data into a newly created blob";"bool";
"1207";"Firebird/InterBase";"ibase_blob_cancel";"bool ibase_blob_cancel(resource blob_handle)";"Cancel creating blob";"bool";
"1208";"Firebird/InterBase";"ibase_blob_close";"mixed ibase_blob_close(resource blob_handle)";"Close blob";"mixed";
"1209";"Firebird/InterBase";"ibase_blob_create";"resource ibase_blob_create([resource link_identifier])";"Create a new blob for adding data";"resource";
"1210";"Firebird/InterBase";"ibase_blob_echo";"bool ibase_blob_echo(string blob_id)";"Output blob contents to browser";"bool";
"1211";"Firebird/InterBase";"ibase_blob_get";"string ibase_blob_get(resource blob_handle, int len)";"Get len bytes data from open blob";"string";
"1212";"Firebird/InterBase";"ibase_blob_import";"string ibase_blob_import([resource link_identifier, resource file_handle])";"Create blob, copy file in it, and close it";"string";
"1213";"Firebird/InterBase";"ibase_blob_info";"array ibase_blob_info(string blob_id)";"Return blob length and other useful info";"array";
"1214";"Firebird/InterBase";"ibase_blob_open";"resource ibase_blob_open(string blob_id)";"Open blob for retrieving data parts";"resource";
"1215";"Firebird/InterBase";"ibase_close";"bool ibase_close([resource connection_id])";"Close a connection to an InterBase database";"bool";
"1216";"Firebird/InterBase";"ibase_commit_ret";"bool ibase_commit_ret([resource link_identifier])";"Commit a transaction without closing it";"bool";
"1217";"Firebird/InterBase";"ibase_commit";"bool ibase_commit([resource link_identifier])";"Commit a transaction";"bool";
"1218";"Firebird/InterBase";"ibase_connect";"resource ibase_connect(string database[, string username[, string password[, string charset[, int buffers[, int dialect[, string role]]]]]])";"Open a connection to an InterBase database";"resource";
"1219";"Firebird/InterBase";"ibase_db_info";"string ibase_db_info(resource service_handle, string db, int action[, int argument])";"Request statistics about a database";"string";
"1220";"Firebird/InterBase";"ibase_delete_user";"bool ibase_delete_user(string server, string dba_user_name, string dba_user_password, string user_name)";"Delete a user from a security database (only for IB6 or later)";"bool";
"1221";"Firebird/InterBase";"ibase_drop_db";"bool ibase_drop_db(resource connection)";"Drops a database";"bool";
"1222";"Firebird/InterBase";"ibase_errcode";"int ibase_errcode()";"Return an error code";"int";
"1223";"Firebird/InterBase";"ibase_errmsg";"string ibase_errmsg()";"Return error messages";"string";
"1224";"Firebird/InterBase";"ibase_execute";"resource ibase_execute(resource query[, int bind_args])";"Execute a previously prepared query";"resource";
"1225";"Firebird/InterBase";"ibase_fetch_assoc";"array ibase_fetch_assoc(resource result[, int fetch_flag])";"Fetch a result row from a query as an associative array";"array";
"1226";"Firebird/InterBase";"ibase_fetch_object";"object ibase_fetch_object(resource result_id[, int fetch_flag])";"Get an object from a InterBase database";"object";
"1227";"Firebird/InterBase";"ibase_fetch_row";"array ibase_fetch_row(resource result_identifier[, int fetch_flag])";"Fetch a row from an InterBase database";"array";
"1228";"Firebird/InterBase";"ibase_field_info";"array ibase_field_info(resource result, int field_number)";"Get information about a field";"array";
"1229";"Firebird/InterBase";"ibase_free_event_handler";"bool ibase_free_event_handler(resource event)";"Cancels a registered event handler";"bool";
"1230";"Firebird/InterBase";"ibase_free_query";"bool ibase_free_query(resource query)";"Free memory allocated by a prepared query";"bool";
"1231";"Firebird/InterBase";"ibase_free_result";"bool ibase_free_result(resource result_identifier)";"Free a result set";"bool";
"1232";"Firebird/InterBase";"ibase_gen_id";"int ibase_gen_id([resource link_identifier[, string generator[, int increment]]])";"Increments the named generator and returns its new value";"int";
"1233";"Firebird/InterBase";"ibase_maintain_db";"bool ibase_maintain_db(resource service_handle, string db, int action[, int argument])";"Execute a maintenance command on the database server";"bool";
"1234";"Firebird/InterBase";"ibase_modify_user";"bool ibase_modify_user(string server, string dba_user_name, string dba_user_password, string user_name, string password[, string first_name[, string middle_name[, string last_name]]])";"Modify a user to a security database (only for IB6 or later)";"bool";
"1235";"Firebird/InterBase";"ibase_name_result";"bool ibase_name_result(resource result, string name)";"Assigns a name to a result set";"bool";
"1236";"Firebird/InterBase";"ibase_num_fields";"int ibase_num_fields(resource result_id)";"Get the number of fields in a result set";"int";
"1237";"Firebird/InterBase";"ibase_num_params";"int ibase_num_params(resource query)";"Return the number of parameters in a prepared query";"int";
"1238";"Firebird/InterBase";"ibase_param_info";"array ibase_param_info(resource query, int param_number)";"Return information about a parameter in a prepared query";"array";
"1239";"Firebird/InterBase";"ibase_pconnect";"resource ibase_pconnect(string database[, string username[, string password[, string charset[, int buffers[, int dialect[, string role]]]]]])";"Open a persistent connection to an InterBase database";"resource";
"1240";"Firebird/InterBase";"ibase_prepare";"resource ibase_prepare([resource link_identifier, string query])";"Prepare a query for later binding of parameter placeholders and execution";"resource";
"1241";"Firebird/InterBase";"ibase_query";"resource ibase_query([resource link_identifier, string query[, int bind_args]])";"Execute a query on an InterBase database";"resource";
"1242";"Firebird/InterBase";"ibase_restore";"mixed ibase_restore(resource service_handle, string source_file, string dest_db[, int options[, bool verbose]])";"Initiates a restore task in the service manager and returns immediately";"mixed";
"1243";"Firebird/InterBase";"ibase_rollback_ret";"bool ibase_rollback_ret([resource link_identifier])";"Roll back a transaction without closing it";"bool";
"1244";"Firebird/InterBase";"ibase_rollback";"bool ibase_rollback([resource link_identifier])";"Roll back a transaction";"bool";
"1245";"Firebird/InterBase";"ibase_server_info";"string ibase_server_info(resource service_handle, int action)";"Request information about a database server";"string";
"1246";"Firebird/InterBase";"ibase_service_attach";"resource ibase_service_attach(string host, string dba_username, string dba_password)";"Connect to the service manager";"resource";
"1247";"Firebird/InterBase";"ibase_service_detach";"bool ibase_service_detach(resource service_handle)";"Disconnect from the service manager";"bool";
"1248";"Firebird/InterBase";"ibase_set_event_handler";"resource ibase_set_event_handler([resource connection, callback event_handler, string event_name1[, string event_name2[, string ...]]])";"Register a callback function to be called when events are posted";"resource";
"1249";"Firebird/InterBase";"ibase_timefmt";"int ibase_timefmt(string format[, int columntype])";"Sets the format of timestamp, date and time type columns returned from queries";"int";
